class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33
stand,0.44517,0.2645,-0.10862,0.44566,0.2423,-0.15176,0.44901,0.23966,-0.15188,0.4534,0.23675,-0.15196,0.44189,0.24509,-0.08645,0.44227,0.24457,-0.08629,0.4429,0.24393,-0.08625,0.49046,0.22688,-0.24701,0.47321,0.2346,0.04934,0.46787,0.27365,-0.13479,0.46264,0.27642,-0.04932,0.59917,0.29026,-0.39932,0.50491,0.30998,0.25387,0.56117,0.42983,-0.4087,0.48474,0.40619,0.36445,0.4617,0.52427,-0.23567,0.46759,0.30274,0.31611,0.44452,0.55168,-0.25717,0.45456,0.27776,0.30698,0.43453,0.54309,-0.27959,0.46041,0.29407,0.2918,0.44076,0.53448,-0.23025,0.46012,0.29989,0.30247,0.56449,0.54284,-0.20134,0.50272,0.53679,0.20125,0.53022,0.71151,-0.19382,0.43917,0.6964,0.23111,0.57419,0.8859,-0.08356,0.42589,0.85853,0.37641,0.60576,0.91083,-0.08347,0.44198,0.88564,0.38006,0.49623,0.94143,-0.27097,0.31178,0.88765,0.26838
stand,0.46536,0.25449,-0.13816,0.46692,0.23284,-0.1822,0.47106,0.22994,-0.18231,0.47592,0.22696,-0.18239,0.46256,0.23549,-0.1177,0.46285,0.23475,-0.11759,0.46341,0.23389,-0.11757,0.51275,0.21828,-0.2749,0.49467,0.22544,0.01561,0.4879,0.26424,-0.16301,0.48157,0.26698,-0.07895,0.62086,0.28592,-0.41875,0.52384,0.30239,0.22481,0.58562,0.42556,-0.42748,0.50192,0.39865,0.33106,0.49405,0.52132,-0.263,0.47946,0.28711,0.27138,0.47852,0.5528,-0.2859,0.4661,0.26242,0.26188,0.46298,0.54288,-0.31181,0.47196,0.25703,0.24521,0.4688,0.53402,-0.25946,0.4793,0.26481,0.2569,0.58926,0.54019,-0.19963,0.52706,0.53648,0.19971,0.55075,0.70646,-0.18183,0.46699,0.68768,0.20197,0.56983,0.88607,-0.05632,0.50239,0.85085,0.34846,0.59168,0.91008,-0.05481,0.52577,0.87828,0.35302,0.48964,0.93086,-0.23404,0.39485,0.87642,0.24598
stand,0.49689,0.26195,-0.19675,0.49409,0.24125,-0.24862,0.4972,0.23786,-0.24875,0.50137,0.23388,-0.24877,0.48974,0.24417,-0.17989,0.48932,0.24343,-0.1798,0.48905,0.24265,-0.17978,0.53471,0.21771,-0.35869,0.51536,0.23106,-0.0492,0.51918,0.26869,-0.22585,0.51334,0.27276,-0.13647,0.64183,0.27848,-0.50459,0.58161,0.29371,0.18366,0.61078,0.42572,-0.50128,0.56469,0.4064,0.27827,0.51998,0.52377,-0.31276,0.51981,0.36197,0.17719,0.50656,0.55308,-0.34301,0.51861,0.35309,0.17173,0.49326,0.54733,-0.35585,0.50427,0.34016,0.14237,0.49873,0.53771,-0.30475,0.5058,0.34463,0.15775,0.61257,0.54689,-0.20568,0.57136,0.53797,0.20578,0.58263,0.71364,-0.08879,0.50184,0.68711,0.32926,0.57844,0.88199,0.10988,0.46945,0.84128,0.51528,0.60764,0.90403,0.12003,0.49017,0.87068,0.52705,0.50679,0.92313,-0.03232,0.35116,0.86904,0.43756
stand,0.56239,0.25928,-0.07597,0.56445,0.23899,-0.12532,0.56845,0.23614,-0.12541,0.57291,0.23331,-0.12544,0.56061,0.24172,-0.05607,0.56105,0.24109,-0.05597,0.56167,0.24045,-0.05599,0.60597,0.22585,-0.23567,0.59012,0.23302,0.07347,0.58256,0.26852,-0.10597,0.57821,0.27061,-0.01618,0.69227,0.2857,-0.39223,0.65011,0.30482,0.28916,0.65141,0.42035,-0.42194,0.62003,0.41227,0.34742,0.56534,0.5138,-0.25181,0.57758,0.35925,0.21668,0.54583,0.53931,-0.28575,0.57923,0.31022,0.20689,0.53824,0.53317,-0.29534,0.56299,0.3357,0.1815,0.54511,0.5258,-0.24346,0.56436,0.34088,0.19898,0.63976,0.53584,-0.21211,0.64873,0.53594,0.21257,0.55489,0.69793,-0.2168,0.62486,0.69863,0.3116,0.50565,0.87614,-0.1551,0.6821,0.85609,0.43681,0.5233,0.90513,-0.157,0.71592,0.89316,0.44208,0.4027,0.90858,-0.28755,0.5724,0.87834,0.36237
stand,0.55173,0.27059,-0.09986,0.55096,0.25226,-0.14532,0.55416,0.2494,-0.14532,0.55784,0.24637,-0.1454,0.54811,0.25435,-0.07987,0.54872,0.25334,-0.07977,0.54964,0.25216,-0.07984,0.58827,0.23418,-0.24002,0.57706,0.24179,0.05183,0.57188,0.27745,-0.12501,0.56904,0.28104,-0.0406,0.6882,0.29205,-0.39783,0.63096,0.3123,0.26223,0.6504,0.42947,-0.41555,0.60669,0.41652,0.29304,0.56273,0.52139,-0.23774,0.56381,0.33,0.12448,0.54525,0.5468,-0.26589,0.55756,0.28164,0.10691,0.53565,0.53933,-0.28406,0.56502,0.27276,0.09041,0.54265,0.53233,-0.23231,0.57036,0.28572,0.10934,0.64761,0.53819,-0.21845,0.63791,0.5347,0.21895,0.56312,0.70073,-0.22716,0.61849,0.69928,0.25673,0.56569,0.88672,-0.13319,0.65615,0.86604,0.35863,0.58524,0.9172,-0.13004,0.68625,0.90295,0.35833,0.48462,0.92842,-0.2428,0.5656,0.89972,0.2588
stand,0.5146,0.26446,-0.09028,0.51287,0.24482,-0.14167,0.51608,0.24183,-0.14176,0.51964,0.23858,-0.14184,0.50932,0.2477,-0.07005,0.50982,0.2471,-0.06991,0.51042,0.24633,-0.07,0.54993,0.22541,-0.26177,0.53736,0.23511,0.05681,0.53648,0.26993,-0.12461,0.53287,0.27329,-0.03238,0.64918,0.28003,-0.43963,0.60256,0.29818,0.26734,0.61961,0.41651,-0.46055,0.59481,0.41396,0.35221,0.53822,0.51767,-0.25715,0.56016,0.43549,0.2394,0.51982,0.54406,-0.29668,0.55493,0.44439,0.23849,0.50985,0.53622,-0.29521,0.54064,0.43285,0.18993,0.51776,0.52871,-0.24613,0.54128,0.43035,0.21337,0.6226,0.53736,-0.22368,0.61954,0.53313,0.22399,0.56813,0.70312,-0.15863,0.6045,0.69621,0.31563,0.57361,0.88104,-0.01619,0.66092,0.85527,0.45772,0.59484,0.90484,-0.00669,0.6851,0.88853,0.46406,0.49441,0.92754,-0.09605,0.56506,0.88994,0.38141
stand,0.56403,0.24991,-0.08806,0.56386,0.22988,-0.13976,0.56675,0.22779,-0.13981,0.57004,0.22577,-0.13988,0.56147,0.23118,-0.07221,0.56231,0.23018,-0.07211,0.56329,0.22929,-0.07214,0.60229,0.21735,-0.26053,0.59169,0.2204,0.04039,0.58447,0.25839,-0.12002,0.5826,0.2601,-0.03274,0.68437,0.27698,-0.42429,0.68485,0.28485,0.28304,0.63945,0.41657,-0.423,0.63013,0.36831,0.50798,0.56044,0.50806,-0.23766,0.5718,0.28637,0.60227,0.5418,0.5346,-0.26249,0.56121,0.25923,0.6235,0.53491,0.52695,-0.28493,0.56471,0.25568,0.6063,0.54178,0.51981,-0.23343,0.57043,0.2632,0.59285,0.63615,0.53176,-0.2267,0.66341,0.52944,0.22702,0.56365,0.69079,-0.12864,0.6351,0.6868,0.37961,0.52485,0.85708,0.04278,0.69159,0.84412,0.5853,0.55847,0.88575,0.05531,0.71492,0.87701,0.59907,0.42068,0.89518,-0.03307,0.57697,0.86514,0.53725
stand,0.55137,0.24967,-0.06871,0.55298,0.23195,-0.12046,0.5562,0.22966,-0.12055,0.55977,0.22708,-0.1206,0.55051,0.23313,-0.04917,0.55165,0.23197,-0.04907,0.5531,0.23056,-0.04907,0.59049,0.21768,-0.24255,0.58199,0.22252,0.07509,0.56999,0.25723,-0.10236,0.5678,0.25958,-0.01004,0.67643,0.27636,-0.40714,0.65443,0.29007,0.30413,0.64126,0.40925,-0.45252,0.61855,0.38702,0.46685,0.55706,0.50162,-0.29759,0.5677,0.29957,0.45907,0.53796,0.52841,-0.33454,0.55148,0.27867,0.46678,0.53065,0.52137,-0.34245,0.55035,0.298,0.43471,0.53768,0.51352,-0.28911,0.55221,0.30427,0.44122,0.6297,0.52536,-0.22204,0.64604,0.52324,0.22249,0.5528,0.68829,-0.19739,0.62889,0.68607,0.34063,0.51704,0.86401,-0.10986,0.69149,0.84487,0.49065,0.54244,0.89681,-0.1078,0.71457,0.87799,0.49893,0.41097,0.89616,-0.22512,0.58051,0.86759,0.42704
stand,0.55656,0.25446,-0.05089,0.55692,0.23629,-0.10288,0.56039,0.23379,-0.10302,0.56414,0.23101,-0.10306,0.55416,0.23796,-0.02818,0.55534,0.23684,-0.02804,0.5568,0.23574,-0.02804,0.59482,0.22126,-0.23491,0.58632,0.22705,0.09816,0.57622,0.262,-0.08987,0.57395,0.2648,0.00713,0.67274,0.281,-0.41112,0.66975,0.29473,0.31287,0.63839,0.41432,-0.45871,0.64385,0.4099,0.3822,0.55952,0.50939,-0.28918,0.59037,0.46756,0.24688,0.5399,0.53594,-0.33743,0.57559,0.48286,0.24629,0.53171,0.5308,-0.32526,0.58149,0.49189,0.18538,0.5408,0.52243,-0.27564,0.56514,0.4721,0.21525,0.63113,0.52755,-0.21649,0.66239,0.52765,0.2167,0.55169,0.69093,-0.19345,0.63062,0.68967,0.36486,0.51279,0.87075,-0.10724,0.6917,0.85101,0.51263,0.53429,0.90387,-0.10465,0.7179,0.88878,0.52214,0.40989,0.90149,-0.21149,0.57855,0.86996,0.45701
stand,0.61054,0.21497,-0.2636,0.62163,0.19581,-0.28714,0.62967,0.19457,-0.28723,0.63829,0.19355,-0.28736,0.60982,0.19806,-0.22958,0.60794,0.19845,-0.22947,0.60592,0.19882,-0.22961,0.67035,0.19761,-0.27422,0.62735,0.20399,-0.02188,0.63252,0.23034,-0.25135,0.61588,0.23191,-0.17823,0.72536,0.28037,-0.41423,0.66483,0.299,0.25181,0.68684,0.41109,-0.44356,0.6516,0.41678,0.31051,0.58159,0.49366,-0.33489,0.60021,0.48994,0.09485,0.56289,0.51503,-0.38772,0.58452,0.51375,0.06927,0.55744,0.5078,-0.39505,0.58298,0.50961,0.0099,0.56471,0.50205,-0.33018,0.58918,0.50419,0.06134,0.65887,0.52244,-0.21386,0.64678,0.51796,0.21429,0.56687,0.68023,-0.26477,0.63039,0.6786,0.32891,0.53445,0.86821,-0.23429,0.66047,0.84638,0.472,0.55881,0.90003,-0.24113,0.68818,0.87784,0.47628,0.43172,0.90063,-0.41233,0.55438,0.86869,0.37427
stand,0.60365,0.21005,-0.22884,0.61541,0.19274,-0.26092,0.62301,0.19108,-0.26102,0.63196,0.18931,-0.2611,0.60215,0.19525,-0.1985,0.60025,0.19562,-0.19841,0.59868,0.19592,-0.1985,0.66331,0.19319,-0.28129,0.62395,0.19787,-0.00626,0.62662,0.22566,-0.22741,0.61064,0.22784,-0.14759,0.71069,0.27374,-0.43733,0.66938,0.28626,0.25806,0.66927,0.40401,-0.48,0.64425,0.4084,0.30069,0.56924,0.48727,-0.33919,0.59253,0.48615,0.09278,0.55384,0.51094,-0.38969,0.57625,0.5086,0.06897,0.54758,0.50478,-0.39142,0.57536,0.5061,0.00991,0.55334,0.49836,-0.33166,0.58304,0.4987,0.05895,0.64845,0.52427,-0.21609,0.64299,0.52131,0.21637,0.56198,0.68483,-0.20244,0.63193,0.68218,0.34229,0.51234,0.85612,-0.1343,0.67769,0.84345,0.49129,0.53628,0.88847,-0.13823,0.70101,0.87429,0.49789,0.40765,0.89432,-0.30376,0.56002,0.86658,0.4095
stand,0.58133,0.22258,-0.07977,0.58658,0.20308,-0.12778,0.59129,0.201,-0.12791,0.59702,0.19892,-0.12794,0.5815,0.20586,-0.05267,0.58152,0.206,-0.05261,0.58167,0.20602,-0.05266,0.63493,0.19681,-0.24261,0.61485,0.20182,0.0916,0.60201,0.23409,-0.11389,0.59374,0.23636,-0.0164,0.70539,0.26936,-0.41195,0.66315,0.29118,0.3104,0.67479,0.39743,-0.46424,0.64488,0.41282,0.3757,0.56531,0.48552,-0.35498,0.5686,0.49157,0.19392,0.53971,0.51125,-0.41398,0.54479,0.51438,0.18043,0.53107,0.50169,-0.40594,0.53845,0.50914,0.11401,0.53881,0.49515,-0.34382,0.54835,0.50149,0.15811,0.64931,0.5239,-0.21463,0.64459,0.52307,0.21484,0.56465,0.68815,-0.20682,0.63476,0.68191,0.32395,0.51821,0.85877,-0.14007,0.69057,0.84305,0.46262,0.54126,0.89296,-0.14395,0.70922,0.87721,0.46987,0.41449,0.89723,-0.29771,0.57011,0.86077,0.38253
stand,0.63055,0.19504,-0.41319,0.64837,0.17932,-0.41886,0.6575,0.179,-0.41893,0.66802,0.17897,-0.41908,0.63067,0.17934,-0.37155,0.62705,0.17916,-0.3714,0.62407,0.17896,-0.37155,0.69319,0.18774,-0.33418,0.64225,0.18573,-0.12529,0.65003,0.21517,-0.37513,0.63047,0.21478,-0.31537,0.73142,0.27923,-0.45432,0.64912,0.29204,0.20701,0.68926,0.40841,-0.42759,0.63361,0.40996,0.32126,0.58545,0.48439,-0.30436,0.58302,0.47699,0.11111,0.56367,0.51073,-0.34689,0.56334,0.50642,0.08708,0.55543,0.49955,-0.36711,0.56247,0.4986,0.01971,0.56316,0.49165,-0.30353,0.56972,0.49169,0.07551,0.66433,0.52672,-0.22271,0.63098,0.52112,0.2229,0.62888,0.69322,-0.18012,0.62919,0.68166,0.30446,0.65426,0.87369,-0.02666,0.65518,0.84549,0.50192,0.67764,0.90233,-0.02144,0.67635,0.87263,0.50894,0.59048,0.92404,-0.19319,0.57403,0.87076,0.38463
stand,0.67555,0.13498,-0.49955,0.70252,0.12472,-0.47017,0.7119,0.12766,-0.4702,0.72093,0.13125,-0.47014,0.67915,0.11958,-0.4518,0.67288,0.11855,-0.45178,0.66688,0.11763,-0.45185,0.73935,0.15108,-0.29861,0.66899,0.1327,-0.21257,0.6842,0.16152,-0.4368,0.65774,0.15433,-0.41243,0.78099,0.26773,-0.2777,0.57126,0.2532,-0.03046,0.74828,0.40302,-0.25239,0.52657,0.3842,0.0322,0.64415,0.45691,-0.41664,0.56698,0.46339,-0.21951,0.61922,0.49467,-0.49716,0.57281,0.50366,-0.29465,0.60304,0.47788,-0.53978,0.58864,0.49192,-0.3498,0.60591,0.46674,-0.43239,0.5895,0.47858,-0.24787,0.69379,0.51724,-0.07147,0.57292,0.50526,0.07128,0.68234,0.70839,-0.12574,0.50389,0.68688,0.13454,0.64547,0.86572,0.29003,0.47825,0.81808,0.61262,0.64136,0.87832,0.3097,0.49729,0.83901,0.64418,0.60922,0.93015,-0.00724,0.41886,0.87686,0.41038
stand,0.61197,0.16862,-0.53962,0.62262,0.15447,-0.49458,0.62924,0.15582,-0.49464,0.63489,0.15723,-0.49461,0.60188,0.15125,-0.51085,0.59251,0.15035,-0.51089,0.58256,0.15009,-0.511,0.63528,0.16859,-0.24191,0.56004,0.15968,-0.31254,0.61773,0.19025,-0.44363,0.59198,0.18661,-0.46482,0.66688,0.28424,-0.10655,0.47007,0.25724,-0.21029,0.66145,0.40047,-0.07685,0.45514,0.38446,-0.20935,0.60536,0.47112,-0.33391,0.53026,0.47135,-0.38822,0.58396,0.50491,-0.41834,0.54857,0.50334,-0.47176,0.57242,0.4885,-0.47621,0.563,0.48917,-0.51026,0.57506,0.47719,-0.36246,0.5603,0.47947,-0.40501,0.60725,0.50797,0.0072,0.49091,0.50439,-0.00712,0.6376,0.68769,-0.00607,0.46888,0.67247,0.0827,0.64566,0.84827,0.29572,0.46896,0.8256,0.48269,0.62553,0.86305,0.30563,0.47807,0.8397,0.50576,0.66742,0.9202,-0.00803,0.45271,0.89096,0.227
stand,0.70955,0.19444,-0.22942,0.71482,0.18055,-0.19783,0.71666,0.18165,-0.19785,0.71823,0.18268,-0.19781,0.70281,0.17522,-0.25979,0.69573,0.17256,-0.25985,0.68645,0.16918,-0.25995,0.69785,0.18453,-0.01069,0.65132,0.16739,-0.29037,0.69884,0.20925,-0.15104,0.68555,0.20509,-0.23216,0.64188,0.27856,0.23624,0.57012,0.24899,-0.41724,0.62903,0.39382,0.33665,0.5723,0.38126,-0.47313,0.67093,0.47626,0.17126,0.6634,0.46265,-0.43231,0.66945,0.50398,0.14961,0.67218,0.49201,-0.48293,0.67611,0.49471,0.09845,0.68429,0.48193,-0.48441,0.6767,0.48393,0.14057,0.68266,0.47286,-0.42746,0.63024,0.50629,0.20089,0.57927,0.50041,-0.20089,0.6144,0.66938,0.28759,0.57893,0.67387,-0.23471,0.57857,0.83079,0.4854,0.5427,0.85992,-0.18311,0.55386,0.85192,0.49393,0.51214,0.88304,-0.19109,0.67347,0.86316,0.36907,0.62751,0.91899,-0.39469
stand,0.69503,0.18293,-0.31114,0.6978,0.17241,-0.2783,0.7001,0.17404,-0.27833,0.70201,0.17565,-0.27826,0.68576,0.16783,-0.33101,0.67818,0.16596,-0.33105,0.66964,0.16382,-0.33115,0.6841,0.18365,-0.07373,0.6376,0.16816,-0.3136,0.68923,0.20167,-0.22805,0.67577,0.19695,-0.29745,0.67038,0.29516,0.15198,0.54843,0.24999,-0.40549,0.67384,0.39933,0.20101,0.5448,0.38126,-0.46896,0.67499,0.48761,-0.02714,0.6312,0.47835,-0.47686,0.66959,0.51495,-0.07429,0.64343,0.50681,-0.54249,0.67362,0.50219,-0.13274,0.65762,0.49365,-0.5497,0.67256,0.49296,-0.06129,0.65506,0.48527,-0.47655,0.6375,0.50914,0.17601,0.55754,0.50367,-0.17608,0.61587,0.66584,0.24476,0.54466,0.66331,-0.13605,0.56968,0.81544,0.45216,0.47852,0.81889,0.10338,0.53959,0.83126,0.46064,0.45639,0.83435,0.11402,0.65555,0.85911,0.30078,0.48262,0.88961,-0.10243
stand,0.634,0.17179,-0.30651,0.64053,0.16167,-0.26413,0.64524,0.16274,-0.26419,0.65032,0.16402,-0.26413,0.62252,0.15832,-0.29457,0.61353,0.15757,-0.29458,0.60393,0.15698,-0.2947,0.64569,0.17464,-0.03748,0.58003,0.16662,-0.17554,0.63666,0.19239,-0.2206,0.61541,0.18859,-0.26035,0.65825,0.29103,0.11191,0.50285,0.25584,-0.24301,0.66418,0.39691,0.06097,0.50392,0.3847,-0.33181,0.65147,0.47768,-0.2286,0.59562,0.47621,-0.37293,0.63959,0.51367,-0.307,0.60701,0.50791,-0.44409,0.63417,0.50014,-0.36036,0.6208,0.4978,-0.46205,0.63458,0.48928,-0.26043,0.61926,0.48845,-0.379,0.61864,0.50791,0.11507,0.51866,0.50683,-0.11489,0.6003,0.67075,0.15679,0.49382,0.67067,-0.07606,0.56261,0.81903,0.43496,0.47324,0.81635,0.21058,0.53303,0.83542,0.45015,0.46474,0.83367,0.22534,0.65041,0.86057,0.25684,0.47428,0.87965,-0.01768
stand,0.67317,0.1923,-0.34728,0.68292,0.17982,-0.30377,0.68684,0.18167,-0.30374,0.69029,0.18337,-0.30367,0.66689,0.173,-0.35743,0.65839,0.16988,-0.35749,0.64924,0.16656,-0.35749,0.67821,0.18726,-0.05709,0.61951,0.16674,-0.29829,0.66754,0.20897,-0.2479,0.65028,0.2033,-0.31738,0.6167,0.27662,0.24893,0.55331,0.25501,-0.40065,0.61359,0.39329,0.34264,0.56735,0.38548,-0.4272,0.6525,0.47391,0.12291,0.65989,0.46735,-0.35994,0.656,0.50432,0.09346,0.66877,0.49275,-0.40349,0.66357,0.49821,0.03848,0.67959,0.48567,-0.41112,0.66062,0.4866,0.08843,0.67721,0.47702,-0.35616,0.61635,0.50489,0.20942,0.57414,0.50324,-0.20952,0.5954,0.67566,0.31789,0.57208,0.68029,-0.22733,0.55915,0.82717,0.52511,0.52611,0.85932,-0.1555,0.52888,0.8496,0.53372,0.49369,0.88659,-0.16107,0.64432,0.85832,0.41344,0.60887,0.92621,-0.36055
stand,0.63374,0.21336,-0.26123,0.64125,0.20088,-0.22708,0.64492,0.20244,-0.22707,0.64821,0.20378,-0.22702,0.62577,0.19446,-0.27863,0.6171,0.1913,-0.27868,0.60821,0.1882,-0.27868,0.63357,0.20671,-0.0238,0.57822,0.18892,-0.25556,0.62855,0.23098,-0.17731,0.61113,0.22472,-0.24413,0.58005,0.29489,0.23367,0.51932,0.2752,-0.36742,0.58141,0.40884,0.31691,0.53146,0.40571,-0.40375,0.61724,0.48978,0.14626,0.62454,0.48659,-0.32947,0.61935,0.52082,0.12125,0.63347,0.51229,-0.3674,0.62328,0.51436,0.07453,0.64287,0.50383,-0.36866,0.62277,0.50274,0.11661,0.64034,0.49567,-0.32331,0.57931,0.52715,0.18384,0.54088,0.52628,-0.18392,0.5611,0.69572,0.2389,0.54187,0.69972,-0.20225,0.51672,0.84893,0.3795,0.49526,0.88111,-0.15622,0.48341,0.87253,0.38334,0.46049,0.9089,-0.16291,0.60864,0.88189,0.28117,0.58117,0.95048,-0.33752
stand,0.60688,0.21892,-0.18259,0.61276,0.20579,-0.15431,0.61579,0.207,-0.15433,0.61849,0.20792,-0.15431,0.59904,0.20012,-0.20576,0.59078,0.19726,-0.2058,0.58215,0.19451,-0.20581,0.60322,0.21088,0.02171,0.55178,0.19519,-0.21068,0.60063,0.23484,-0.10886,0.585,0.23025,-0.17614,0.56016,0.30301,0.25401,0.48162,0.27253,-0.33244,0.55716,0.41166,0.34301,0.48594,0.39812,-0.37243,0.58309,0.49086,0.18621,0.57488,0.48979,-0.32143,0.58087,0.52028,0.16053,0.5844,0.51569,-0.36481,0.58556,0.51329,0.11266,0.59667,0.50697,-0.36531,0.58653,0.50232,0.15708,0.59465,0.49866,-0.31575,0.54067,0.52259,0.17886,0.4896,0.5177,-0.17888,0.52428,0.68966,0.23071,0.49259,0.69348,-0.22741,0.4991,0.84865,0.364,0.47254,0.88062,-0.21704,0.47693,0.86879,0.36781,0.44146,0.90789,-0.22698,0.59576,0.88092,0.26108,0.55777,0.94269,-0.41077
stand,0.61884,0.22449,-0.24004,0.62579,0.21098,-0.20634,0.6287,0.21216,-0.20634,0.63116,0.21336,-0.20629,0.61129,0.20597,-0.26003,0.60287,0.20323,-0.26008,0.59401,0.20036,-0.26007,0.61521,0.21602,-0.00992,0.56376,0.20108,-0.2518,0.61141,0.24184,-0.15909,0.59536,0.23753,-0.22902,0.55789,0.30584,0.25129,0.50118,0.28136,-0.38265,0.55282,0.42169,0.33862,0.50164,0.40784,-0.44989,0.59007,0.50181,0.17322,0.59181,0.48967,-0.40514,0.59311,0.52848,0.15537,0.60004,0.51693,-0.45084,0.59851,0.52164,0.10153,0.61192,0.50764,-0.44646,0.59688,0.5127,0.14113,0.60963,0.49912,-0.39833,0.54558,0.53752,0.19418,0.5069,0.53573,-0.19418,0.53244,0.7011,0.29757,0.5048,0.7119,-0.25685,0.5084,0.85713,0.47486,0.47866,0.89783,-0.28176,0.48744,0.87857,0.48226,0.45019,0.92332,-0.2962,0.60487,0.88717,0.38649,0.56967,0.9503,-0.47799
stand,0.61746,0.22054,-0.20376,0.62427,0.20685,-0.175,0.62712,0.2079,-0.175,0.62963,0.20885,-0.17498,0.61028,0.20188,-0.2254,0.60192,0.19952,-0.22543,0.5926,0.19698,-0.22541,0.61388,0.21112,0.00278,0.56294,0.19691,-0.22633,0.60945,0.23728,-0.12956,0.59402,0.23344,-0.19574,0.56542,0.30312,0.23591,0.49867,0.27626,-0.34179,0.5651,0.41645,0.3407,0.50032,0.40273,-0.38906,0.60378,0.49299,0.21316,0.59542,0.48931,-0.34034,0.60278,0.52305,0.19236,0.6032,0.51766,-0.3825,0.60876,0.51349,0.14201,0.61524,0.50881,-0.38222,0.60784,0.50384,0.18447,0.61361,0.49937,-0.33437,0.55434,0.53371,0.17698,0.511,0.53147,-0.17704,0.53177,0.70194,0.248,0.50971,0.70886,-0.20227,0.51008,0.8595,0.39554,0.47822,0.88964,-0.1617,0.48494,0.88066,0.4005,0.44949,0.91308,-0.16674,0.59753,0.88854,0.29764,0.564,0.94775,-0.33692
stand,0.61836,0.21521,-0.26763,0.62725,0.2024,-0.23553,0.6309,0.20398,-0.23549,0.63417,0.20562,-0.23544,0.61128,0.1964,-0.28056,0.60283,0.19343,-0.28059,0.5943,0.19048,-0.28052,0.62141,0.20959,-0.03955,0.56647,0.19218,-0.2448,0.61297,0.23381,-0.1872,0.59586,0.22776,-0.24617,0.571,0.30143,0.21342,0.50628,0.27663,-0.34693,0.56285,0.41716,0.30864,0.51176,0.40397,-0.38348,0.60602,0.49876,0.16489,0.60628,0.4818,-0.3178,0.60722,0.52826,0.1436,0.61553,0.51036,-0.35364,0.61375,0.51752,0.09409,0.62667,0.50018,-0.35108,0.61216,0.50852,0.13572,0.62457,0.49116,-0.31069,0.56529,0.5349,0.17593,0.52339,0.53249,-0.17604,0.549,0.69705,0.30067,0.52157,0.70472,-0.19452,0.51877,0.8483,0.47462,0.48429,0.88389,-0.17669,0.49088,0.87033,0.48297,0.45326,0.91129,-0.18409,0.60308,0.87789,0.3986,0.56788,0.94886,-0.34728
stand,0.56709,0.18238,-0.31121,0.57257,0.16812,-0.26429,0.57748,0.1689,-0.26432,0.58236,0.16984,-0.26423,0.55328,0.16578,-0.29798,0.54354,0.1655,-0.29802,0.53325,0.16515,-0.29814,0.57665,0.1795,-0.01943,0.50712,0.17481,-0.17189,0.57124,0.20312,-0.21884,0.5479,0.20051,-0.2626,0.59223,0.29795,0.16372,0.43559,0.26307,-0.26108,0.60151,0.40178,0.11004,0.44249,0.39583,-0.3703,0.59192,0.48942,-0.19884,0.54144,0.48905,-0.41236,0.58016,0.52103,-0.27516,0.55349,0.51647,-0.48314,0.57698,0.50868,-0.32729,0.56666,0.50395,-0.49697,0.57766,0.49849,-0.23142,0.56467,0.49528,-0.41522,0.55452,0.52277,0.14,0.46139,0.52313,-0.13983,0.53232,0.68445,0.16588,0.45148,0.68772,-0.12092,0.49749,0.83802,0.3923,0.42844,0.85598,0.10288,0.47351,0.8595,0.40081,0.41646,0.88087,0.10997,0.5767,0.87017,0.20995,0.43693,0.91943,-0.14194
stand,0.59931,0.21549,-0.2817,0.60767,0.20238,-0.24791,0.61152,0.20416,-0.24789,0.61511,0.20584,-0.24783,0.59141,0.19602,-0.29326,0.58339,0.19323,-0.29331,0.57351,0.19044,-0.29329,0.6037,0.21078,-0.03987,0.54418,0.19285,-0.24573,0.59551,0.2326,-0.19742,0.57639,0.22711,-0.25671,0.56635,0.30634,0.215,0.47608,0.26965,-0.33731,0.5653,0.40911,0.30994,0.47398,0.39546,-0.36238,0.58359,0.48979,0.12005,0.56275,0.48852,-0.32557,0.57887,0.51741,0.08392,0.57228,0.51555,-0.37255,0.58211,0.50896,0.03246,0.58461,0.50527,-0.3774,0.58289,0.49873,0.0894,0.58241,0.49697,-0.32157,0.53809,0.52402,0.17872,0.47851,0.51959,-0.17883,0.52363,0.68654,0.24005,0.48061,0.69389,-0.20503,0.48863,0.84504,0.40003,0.45779,0.87364,-0.15693,0.46379,0.86254,0.40597,0.42777,0.89805,-0.16428,0.5761,0.88479,0.29162,0.53406,0.94077,-0.35864
